epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
39,229.144,0.85099,0.81457,1.16392,0.4763,0.45484,0.48856,0.36906,0.90488,0.57016,1.2238,0.00077975,0.00077975,0.00077975
40,235.135,0.83063,0.78382,1.14124,0.47689,0.46604,0.49179,0.36113,0.99075,0.62146,1.29429,0.000767375,0.000767375,0.000767375
41,240.861,0.84833,0.79909,1.13497,0.47318,0.45536,0.48978,0.36777,0.95366,0.59742,1.25522,0.000755,0.000755,0.000755
42,246.707,0.82573,0.77115,1.13524,0.47386,0.47097,0.48673,0.37988,0.84655,0.59457,1.17661,0.000742625,0.000742625,0.000742625
43,253.893,0.8402,0.81071,1.13922,0.45824,0.46012,0.48482,0.36042,0.95988,0.60567,1.25487,0.00073025,0.00073025,0.00073025
44,259.051,0.84959,0.78636,1.14074,0.47394,0.4694,0.48807,0.37857,0.8328,0.62198,1.16215,0.000717875,0.000717875,0.000717875
45,264.533,0.86117,0.80495,1.15506,0.45056,0.47039,0.4868,0.38051,0.83992,0.74083,1.18302,0.0007055,0.0007055,0.0007055
46,269.997,0.82264,0.76717,1.12678,0.48957,0.4544,0.49332,0.37894,0.87112,0.71355,1.20553,0.000693125,0.000693125,0.000693125
47,275.318,0.80242,0.72353,1.11894,0.4695,0.44685,0.47805,0.37017,0.83137,0.60706,1.1757,0.00068075,0.00068075,0.00068075
48,281.501,0.82832,0.76144,1.14437,0.45655,0.46774,0.48413,0.37451,0.8589,0.5793,1.17814,0.000668375,0.000668375,0.000668375
49,287.353,0.82442,0.75391,1.12603,0.4641,0.45869,0.48321,0.3637,0.92337,0.6311,1.24201,0.000656,0.000656,0.000656
50,292.902,0.78945,0.69355,1.12175,0.46072,0.45408,0.48313,0.37506,0.85432,0.70298,1.19842,0.000643625,0.000643625,0.000643625
51,298.325,0.78233,0.73001,1.1176,0.47418,0.47391,0.48951,0.37329,0.88959,0.55306,1.20805,0.00063125,0.00063125,0.00063125
52,303.691,0.8147,0.71991,1.12403,0.47181,0.45161,0.48517,0.36748,0.84952,0.66287,1.18395,0.000618875,0.000618875,0.000618875
53,308.989,0.81646,0.72598,1.12237,0.47619,0.47097,0.48789,0.37885,0.85295,0.58744,1.19724,0.0006065,0.0006065,0.0006065
54,314.342,0.78943,0.69832,1.11526,0.47426,0.44839,0.48646,0.36587,0.89563,0.63671,1.24631,0.000594125,0.000594125,0.000594125
55,319.983,0.76693,0.67341,1.13006,0.47315,0.45476,0.48748,0.36979,0.91244,0.59295,1.23889,0.00058175,0.00058175,0.00058175
56,325.946,0.75711,0.68577,1.10745,0.46605,0.44839,0.48288,0.3691,0.8757,0.60729,1.20185,0.000569375,0.000569375,0.000569375
57,331.437,0.75019,0.68937,1.09281,0.46208,0.47175,0.48528,0.36367,0.93314,0.57475,1.26326,0.000557,0.000557,0.000557
58,336.975,0.78994,0.66766,1.11164,0.45812,0.47097,0.48021,0.37666,0.83783,0.59174,1.1651,0.000544625,0.000544625,0.000544625
59,342.46,0.75751,0.64417,1.10446,0.47548,0.43783,0.48764,0.3624,0.94131,0.62356,1.25853,0.00053225,0.00053225,0.00053225
60,348.785,0.77548,0.69594,1.10725,0.47272,0.44724,0.47987,0.35975,0.90451,0.60421,1.21587,0.000519875,0.000519875,0.000519875
61,354.217,0.77076,0.67378,1.11262,0.47041,0.46152,0.4864,0.3748,0.8615,0.57659,1.20308,0.0005075,0.0005075,0.0005075
62,359.574,0.7609,0.66866,1.1051,0.47256,0.96066,0.49718,0.38506,0.83959,0.69179,1.18731,0.000495125,0.000495125,0.000495125
63,365.607,0.75602,0.65556,1.09024,0.46582,0.47097,0.49043,0.38149,0.85569,0.53211,1.18283,0.00048275,0.00048275,0.00048275
64,370.901,0.75226,0.67738,1.10167,0.44934,0.47097,0.49319,0.37796,0.89004,0.63875,1.21277,0.000470375,0.000470375,0.000470375
65,376.497,0.74129,0.61766,1.08631,0.47547,0.46452,0.4876,0.37686,0.87559,0.56285,1.21142,0.000458,0.000458,0.000458
66,382.976,0.75048,0.66513,1.09103,0.47046,0.46239,0.4915,0.38432,0.84639,0.62028,1.19543,0.000445625,0.000445625,0.000445625
67,388.106,0.71241,0.60158,1.07478,0.47238,0.44133,0.48484,0.38285,0.82636,0.62779,1.17451,0.00043325,0.00043325,0.00043325
68,393.367,0.73248,0.6212,1.08959,0.45542,0.46133,0.4827,0.37822,0.86621,0.6094,1.21033,0.000420875,0.000420875,0.000420875
69,398.857,0.73127,0.64113,1.07957,0.47861,0.43308,0.47958,0.36999,0.91104,0.73629,1.24902,0.0004085,0.0004085,0.0004085
70,404.787,0.72865,0.63058,1.08055,0.45075,0.45806,0.48679,0.37811,0.86026,0.6367,1.19152,0.000396125,0.000396125,0.000396125
71,410.78,0.70479,0.57662,1.07548,0.47057,0.44839,0.48716,0.38955,0.82489,0.61656,1.16453,0.00038375,0.00038375,0.00038375
72,416.147,0.69214,0.59895,1.07153,0.46647,0.45484,0.48854,0.39154,0.78384,0.54681,1.15225,0.000371375,0.000371375,0.000371375
73,421.705,0.69662,0.57687,1.06058,0.4582,0.45967,0.48277,0.38081,0.81453,0.57753,1.18907,0.000359,0.000359,0.000359
74,427.776,0.68009,0.57845,1.05835,0.44714,0.4639,0.48083,0.38827,0.78927,0.60748,1.15938,0.000346625,0.000346625,0.000346625
75,433.69,0.68078,0.57272,1.06051,0.46407,0.46452,0.48331,0.38812,0.78805,0.63936,1.14832,0.00033425,0.00033425,0.00033425
76,439.813,0.70321,0.58364,1.06923,0.45387,0.45484,0.47884,0.38161,0.83416,0.62942,1.18698,0.000321875,0.000321875,0.000321875
77,447.94,0.70922,0.58639,1.07713,0.48524,0.42408,0.48521,0.38876,0.7808,0.64326,1.14548,0.0003095,0.0003095,0.0003095
78,453.441,0.70881,0.55461,1.07754,0.47601,0.43226,0.48747,0.39118,0.78711,0.58629,1.15014,0.000297125,0.000297125,0.000297125
79,459.388,0.67252,0.54616,1.0514,0.48026,0.42903,0.48689,0.39,0.79818,0.62156,1.15611,0.00028475,0.00028475,0.00028475
80,465.22,0.67059,0.55876,1.04161,0.45761,0.45266,0.48793,0.39712,0.7701,0.59067,1.14281,0.000272375,0.000272375,0.000272375
81,470.949,0.66066,0.54897,1.04546,0.45877,0.46774,0.48653,0.39358,0.78396,0.56539,1.15595,0.00026,0.00026,0.00026
82,475.949,0.65754,0.54345,1.05646,0.4897,0.46014,0.49049,0.39365,0.8398,0.50329,1.19079,0.000247625,0.000247625,0.000247625
83,481.369,0.63643,0.51973,1.04694,0.45688,0.46774,0.48727,0.38877,0.82376,0.54131,1.16795,0.00023525,0.00023525,0.00023525
84,487.046,0.64649,0.51724,1.03503,0.47322,0.45611,0.48579,0.38897,0.8016,0.54205,1.15163,0.000222875,0.000222875,0.000222875
85,492.794,0.63194,0.51978,1.03097,0.47531,0.43475,0.48372,0.39313,0.76335,0.59074,1.13575,0.0002105,0.0002105,0.0002105
86,498.394,0.65812,0.53264,1.05436,0.48893,0.42728,0.48297,0.38874,0.82127,0.60377,1.19078,0.000198125,0.000198125,0.000198125
87,503.954,0.64966,0.52119,1.05137,0.45584,0.46619,0.48421,0.39437,0.7662,0.55988,1.13881,0.00018575,0.00018575,0.00018575
88,509.483,0.62582,0.4932,1.03407,0.46098,0.45735,0.48447,0.39395,0.7937,0.56528,1.15153,0.000173375,0.000173375,0.000173375
89,515.007,0.65116,0.51701,1.05363,0.46943,0.46774,0.48798,0.39927,0.76907,0.52804,1.12915,0.000161,0.000161,0.000161
90,520.364,0.64399,0.50267,1.02962,0.47331,0.4576,0.48576,0.39537,0.77219,0.54492,1.14951,0.000148625,0.000148625,0.000148625
91,527.029,0.55559,0.40175,0.99128,0.47244,0.44241,0.48346,0.38801,0.79044,0.63679,1.17123,0.00013625,0.00013625,0.00013625
92,532.664,0.52077,0.39762,0.97283,0.45416,0.46129,0.48302,0.38727,0.79502,0.57439,1.16645,0.000123875,0.000123875,0.000123875
93,539.751,0.52278,0.37261,0.96269,0.47894,0.44516,0.4852,0.38855,0.77073,0.56896,1.14377,0.0001115,0.0001115,0.0001115
94,545.686,0.50835,0.34926,0.9602,0.472,0.45484,0.48626,0.39248,0.77878,0.56818,1.14818,9.9125e-05,9.9125e-05,9.9125e-05
95,551.004,0.49606,0.3502,0.962,0.48234,0.44043,0.48659,0.3952,0.75787,0.5786,1.13854,8.675e-05,8.675e-05,8.675e-05
96,556.37,0.50508,0.3448,0.95726,0.47878,0.43673,0.48477,0.3949,0.75609,0.6014,1.14573,7.4375e-05,7.4375e-05,7.4375e-05
97,561.641,0.4948,0.33937,0.96322,0.47538,0.44516,0.48423,0.39104,0.75852,0.60297,1.14936,6.2e-05,6.2e-05,6.2e-05
98,567.033,0.50173,0.34436,0.96722,0.47597,0.44719,0.48527,0.39515,0.74957,0.57752,1.14652,4.9625e-05,4.9625e-05,4.9625e-05
99,572.457,0.47908,0.3276,0.93698,0.47909,0.44345,0.48586,0.39449,0.7534,0.57579,1.14509,3.725e-05,3.725e-05,3.725e-05
100,578.198,0.4839,0.3553,0.95749,0.4826,0.44743,0.48567,0.39472,0.75241,0.56187,1.14643,2.4875e-05,2.4875e-05,2.4875e-05
