epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,124.826,0.99166,1.08153,1.23991,0.95678,0.40914,0.48772,0.34255,1.11295,0.85465,1.44314,0.0010025,0.0010025,0.0010025
22,130.476,0.97742,1.00937,1.21808,0.45167,0.42903,0.46477,0.34358,0.94274,0.87214,1.27079,0.000990125,0.000990125,0.000990125
23,136.304,0.95977,1.03805,1.22523,0.95954,0.43962,0.48277,0.34482,1.0281,0.70502,1.29991,0.00097775,0.00097775,0.00097775
24,143.684,0.9534,0.95577,1.21912,0.45244,0.45484,0.47699,0.33486,1.08526,0.75745,1.38008,0.000965375,0.000965375,0.000965375
25,148.886,0.94651,0.97887,1.21922,0.44435,0.44839,0.47842,0.34942,0.98935,0.70414,1.3187,0.000953,0.000953,0.000953
26,154.298,0.94257,1.00348,1.21768,0.471,0.45161,0.50398,0.37636,0.95824,0.64527,1.28481,0.000940625,0.000940625,0.000940625
27,159.605,0.92172,0.97705,1.19768,0.44106,0.4345,0.47358,0.35293,0.9512,0.68286,1.29494,0.00092825,0.00092825,0.00092825
28,165.16,0.9101,0.88336,1.20334,0.46918,0.42581,0.47548,0.35382,0.97363,0.63251,1.27859,0.000915875,0.000915875,0.000915875
29,171.502,0.90463,0.91944,1.19269,0.45261,0.45161,0.49318,0.37861,0.91281,0.6455,1.24547,0.0009035,0.0009035,0.0009035
30,176.042,0.89916,0.93612,1.19906,0.43451,0.93323,0.49463,0.376,0.91673,0.80596,1.24777,0.000891125,0.000891125,0.000891125
31,181.43,0.87177,0.87566,1.17423,0.43983,0.47158,0.48231,0.34688,1.00679,0.65541,1.30947,0.00087875,0.00087875,0.00087875
32,186.762,0.93309,0.92569,1.21786,0.97389,0.44194,0.47509,0.32467,1.16736,0.6489,1.44997,0.000866375,0.000866375,0.000866375
33,192.126,0.943,0.91531,1.20755,0.4334,0.47419,0.49234,0.3419,1.10952,0.71479,1.38429,0.000854,0.000854,0.000854
34,197.511,0.93274,0.909,1.19609,0.45303,0.46672,0.48271,0.3539,1.00066,0.731,1.31167,0.000841625,0.000841625,0.000841625
35,203.87,0.89097,0.90595,1.1877,0.4656,0.42581,0.47215,0.35234,0.97468,0.77645,1.32092,0.00082925,0.00082925,0.00082925
36,209.443,0.8728,0.85217,1.16952,0.46943,0.44516,0.47977,0.35243,0.96281,0.63612,1.25567,0.000816875,0.000816875,0.000816875
37,214.468,0.87366,0.8258,1.1746,0.45241,0.46001,0.48217,0.35432,0.98544,0.61915,1.30258,0.0008045,0.0008045,0.0008045
38,219.84,0.8776,0.83083,1.17048,0.46336,0.44881,0.4831,0.35684,0.93741,0.62692,1.23918,0.000792125,0.000792125,0.000792125
39,225.137,0.8566,0.8022,1.16115,0.46667,0.45168,0.47681,0.35033,0.98461,0.62587,1.31483,0.00077975,0.00077975,0.00077975
40,230.603,0.82625,0.78564,1.1365,0.47011,0.45655,0.48645,0.36335,0.95561,0.63457,1.30971,0.000767375,0.000767375,0.000767375
41,236.74,0.83621,0.78545,1.13064,0.47053,0.46361,0.49017,0.37316,0.8956,0.64371,1.24938,0.000755,0.000755,0.000755
42,242.807,0.82502,0.76732,1.1329,0.46448,0.46403,0.4863,0.37484,0.85529,0.57294,1.21099,0.000742625,0.000742625,0.000742625
43,249.173,0.86343,0.80679,1.15457,0.47088,0.46949,0.48751,0.3567,0.98153,0.58722,1.33077,0.00073025,0.00073025,0.00073025
44,255.447,0.85391,0.78058,1.14914,0.47732,0.47533,0.49002,0.37222,0.90165,0.55409,1.24908,0.000717875,0.000717875,0.000717875
45,261.781,0.85063,0.80376,1.14495,0.47548,0.43787,0.48706,0.36287,0.94879,0.67515,1.28915,0.0007055,0.0007055,0.0007055
46,268.429,0.80911,0.75739,1.11994,0.97258,0.44475,0.48289,0.36465,0.89689,0.58949,1.2239,0.000693125,0.000693125,0.000693125
47,274.783,0.80812,0.7217,1.12894,0.47619,0.45158,0.48778,0.38162,0.81877,0.55883,1.1671,0.00068075,0.00068075,0.00068075
48,280.386,0.81306,0.72924,1.13039,0.46647,0.48065,0.48936,0.37937,0.85495,0.52238,1.19004,0.000668375,0.000668375,0.000668375
49,286.593,0.82235,0.75831,1.12601,0.47166,0.45806,0.49273,0.37863,0.91243,0.6394,1.24669,0.000656,0.000656,0.000656
50,292.649,0.78245,0.69119,1.12104,0.44477,0.46759,0.48525,0.36621,0.90397,0.65526,1.22983,0.000643625,0.000643625,0.000643625
51,300.646,0.78669,0.70097,1.11577,0.46946,0.44194,0.48934,0.36995,0.93962,0.63095,1.24584,0.00063125,0.00063125,0.00063125
52,306.782,0.81285,0.71345,1.12531,0.46484,0.46917,0.48645,0.37413,0.88017,0.55558,1.19903,0.000618875,0.000618875,0.000618875
53,312.722,0.80098,0.72212,1.11464,0.47165,0.97097,0.49498,0.38669,0.86079,0.75674,1.20515,0.0006065,0.0006065,0.0006065
54,318.956,0.78284,0.67655,1.12006,0.44184,0.46563,0.48248,0.37426,0.85801,0.60267,1.21646,0.000594125,0.000594125,0.000594125
55,324.979,0.77531,0.67013,1.13888,0.43126,0.46549,0.48148,0.36986,0.84458,0.65058,1.20908,0.00058175,0.00058175,0.00058175
56,330.316,0.76969,0.67951,1.11847,0.45742,0.47097,0.4841,0.36716,0.87093,0.64448,1.20999,0.000569375,0.000569375,0.000569375
57,337.511,0.75762,0.68127,1.0978,0.47205,0.43584,0.49172,0.37174,0.92339,0.69879,1.25795,0.000557,0.000557,0.000557
58,343.363,0.77457,0.66488,1.10308,0.47414,0.4732,0.49849,0.38803,0.87177,0.5765,1.20645,0.000544625,0.000544625,0.000544625
59,349.345,0.76014,0.63621,1.10874,0.45631,0.47172,0.49197,0.37854,0.89703,0.5333,1.22602,0.00053225,0.00053225,0.00053225
60,355.228,0.7581,0.68387,1.0963,0.44277,0.47419,0.49505,0.37831,0.86167,0.66489,1.19946,0.000519875,0.000519875,0.000519875
61,361.257,0.77633,0.66706,1.11425,0.46096,0.48065,0.49798,0.38924,0.82065,0.54258,1.17224,0.0005075,0.0005075,0.0005075
62,367.224,0.74942,0.65788,1.09871,0.43433,0.46934,0.50152,0.39792,0.79411,0.61804,1.15578,0.000495125,0.000495125,0.000495125
63,373.272,0.74844,0.64936,1.09056,0.46744,0.46316,0.50122,0.38883,0.87022,0.50894,1.21309,0.00048275,0.00048275,0.00048275
64,378.995,0.742,0.65659,1.0975,0.471,0.47153,0.49855,0.38519,0.86519,0.66791,1.20541,0.000470375,0.000470375,0.000470375
65,384.635,0.72739,0.61288,1.08246,0.48528,0.44194,0.49223,0.38463,0.82945,0.57258,1.19362,0.000458,0.000458,0.000458
66,389.858,0.7448,0.67735,1.09038,0.47642,0.45616,0.4927,0.38858,0.82084,0.64509,1.17733,0.000445625,0.000445625,0.000445625
67,397.528,0.71217,0.60169,1.07296,0.47157,0.44516,0.48613,0.38024,0.81935,0.58145,1.19213,0.00043325,0.00043325,0.00043325
68,403.536,0.74895,0.62796,1.10073,0.46927,0.44334,0.47699,0.37345,0.8524,0.70361,1.20918,0.000420875,0.000420875,0.000420875
69,409.475,0.73903,0.6337,1.08602,0.47197,0.43453,0.48041,0.37962,0.87035,0.637,1.23661,0.0004085,0.0004085,0.0004085
70,415.391,0.71598,0.63082,1.07888,0.47291,0.45046,0.4921,0.3895,0.83566,0.59851,1.18647,0.000396125,0.000396125,0.000396125
71,421.36,0.70169,0.57405,1.07052,0.47243,0.44839,0.48804,0.38525,0.84058,0.60949,1.19622,0.00038375,0.00038375,0.00038375
72,427.394,0.69445,0.57504,1.06684,0.46512,0.45806,0.48777,0.38448,0.79689,0.5837,1.17991,0.000371375,0.000371375,0.000371375
73,435.241,0.70718,0.55581,1.05826,0.43275,0.45665,0.48597,0.38511,0.81891,0.67313,1.19294,0.000359,0.000359,0.000359
74,441.345,0.68187,0.56483,1.06004,0.46612,0.44516,0.48952,0.39046,0.81232,0.59596,1.17469,0.000346625,0.000346625,0.000346625
75,447.483,0.68045,0.54848,1.04952,0.4717,0.44194,0.48778,0.39207,0.80217,0.63266,1.18414,0.00033425,0.00033425,0.00033425
76,453.509,0.71274,0.5788,1.06761,0.44734,0.46587,0.49138,0.39749,0.78309,0.60443,1.15675,0.000321875,0.000321875,0.000321875
77,459.853,0.7026,0.56423,1.07143,0.45252,0.46119,0.48832,0.3892,0.79201,0.64509,1.1609,0.0003095,0.0003095,0.0003095
78,467.8,0.69367,0.53714,1.07001,0.46897,0.44516,0.49223,0.39328,0.79821,0.6429,1.15518,0.000297125,0.000297125,0.000297125
79,473.876,0.67064,0.53538,1.05536,0.45912,0.47093,0.49628,0.39939,0.79604,0.63968,1.17044,0.00028475,0.00028475,0.00028475
80,480.23,0.66169,0.55283,1.04367,0.46197,0.47018,0.498,0.40054,0.78048,0.56384,1.18105,0.000272375,0.000272375,0.000272375
81,486.559,0.65698,0.52163,1.04823,0.45955,0.47097,0.50362,0.40279,0.82186,0.55699,1.20245,0.00026,0.00026,0.00026
82,494.381,0.66168,0.54448,1.05895,0.46354,0.63973,0.50228,0.40402,0.81409,0.56555,1.17741,0.000247625,0.000247625,0.000247625
83,500.729,0.65846,0.53372,1.0492,0.47887,0.45161,0.49345,0.39439,0.80035,0.54749,1.17058,0.00023525,0.00023525,0.00023525
84,506.997,0.6388,0.50885,1.03312,0.47326,0.4567,0.49412,0.39057,0.84052,0.55757,1.20099,0.000222875,0.000222875,0.000222875
85,513.288,0.61021,0.51185,1.01774,0.47108,0.47291,0.49955,0.40103,0.79188,0.55643,1.16824,0.0002105,0.0002105,0.0002105
86,519.39,0.65425,0.51231,1.05519,0.47817,0.45806,0.49156,0.38861,0.84169,0.55774,1.21085,0.000198125,0.000198125,0.000198125
87,526.67,0.64877,0.50941,1.05154,0.476,0.45161,0.48953,0.39376,0.79997,0.60115,1.17407,0.00018575,0.00018575,0.00018575
88,532.855,0.64093,0.50174,1.04786,0.488,0.43871,0.48827,0.39388,0.78378,0.55917,1.16022,0.000173375,0.000173375,0.000173375
89,539.009,0.65053,0.50522,1.05025,0.47347,0.46058,0.49103,0.39442,0.81735,0.53099,1.18238,0.000161,0.000161,0.000161
90,545.141,0.63157,0.50078,1.02858,0.47738,0.44839,0.49242,0.39583,0.82043,0.56921,1.18824,0.000148625,0.000148625,0.000148625
91,552.806,0.5383,0.4105,0.98222,0.46008,0.44194,0.48075,0.38154,0.82126,0.58821,1.20409,0.00013625,0.00013625,0.00013625
92,558.953,0.52335,0.36512,0.97301,0.4752,0.44516,0.48198,0.39202,0.79244,0.53417,1.17168,0.000123875,0.000123875,0.000123875
93,564.219,0.52952,0.3669,0.97113,0.46142,0.46129,0.48216,0.39159,0.78346,0.55445,1.16324,0.0001115,0.0001115,0.0001115
94,569.519,0.51215,0.34897,0.9641,0.47017,0.45764,0.4826,0.3899,0.79864,0.53915,1.18037,9.9125e-05,9.9125e-05,9.9125e-05
95,574.721,0.50786,0.35977,0.96874,0.48351,0.44839,0.48473,0.38728,0.79745,0.55522,1.18172,8.675e-05,8.675e-05,8.675e-05
96,579.872,0.51807,0.33783,0.96654,0.4755,0.44839,0.48454,0.3897,0.79062,0.57865,1.17752,7.4375e-05,7.4375e-05,7.4375e-05
97,585.262,0.50537,0.34519,0.97006,0.45647,0.47357,0.48514,0.38882,0.79612,0.57095,1.18257,6.2e-05,6.2e-05,6.2e-05
98,591.773,0.49754,0.33441,0.96393,0.45596,0.47742,0.48614,0.39161,0.79474,0.52531,1.18566,4.9625e-05,4.9625e-05,4.9625e-05
99,597.161,0.48107,0.33141,0.9422,0.47954,0.45368,0.48695,0.3927,0.78639,0.53544,1.17806,3.725e-05,3.725e-05,3.725e-05
100,602.406,0.48649,0.3364,0.95886,0.47085,0.45806,0.49231,0.39565,0.78326,0.54029,1.17567,2.4875e-05,2.4875e-05,2.4875e-05
